date,data,cols
5512,SMD server telemetry placeholder.,channel1
5513,SMD server telemetry placeholder.,channel1
5514,SMD server telemetry placeholder.,channel1
5515,SMD server telemetry placeholder.,channel1
5516,SMD server telemetry placeholder.,channel1
5517,SMD server telemetry placeholder.,channel1
5518,SMD server telemetry placeholder.,channel1
5519,SMD server telemetry placeholder.,channel1
5520,SMD server telemetry placeholder.,channel1
5521,SMD server telemetry placeholder.,channel1
5522,SMD server telemetry placeholder.,channel1
5523,SMD server telemetry placeholder.,channel1
5524,SMD server telemetry placeholder.,channel1
5525,SMD server telemetry placeholder.,channel1
5526,SMD server telemetry placeholder.,channel1
5527,SMD server telemetry placeholder.,channel1
5528,SMD server telemetry placeholder.,channel1
5529,SMD server telemetry placeholder.,channel1
5530,SMD server telemetry placeholder.,channel1
5531,SMD server telemetry placeholder.,channel1
5532,SMD server telemetry placeholder.,channel1
5533,SMD server telemetry placeholder.,channel1
5534,SMD server telemetry placeholder.,channel1
5535,SMD server telemetry placeholder.,channel1
5536,SMD server telemetry placeholder.,channel1
5537,SMD server telemetry placeholder.,channel1
5538,SMD server telemetry placeholder.,channel1
5539,SMD server telemetry placeholder.,channel1
5540,SMD server telemetry placeholder.,channel1
5541,SMD server telemetry placeholder.,channel1
5542,SMD server telemetry placeholder.,channel1
5543,SMD server telemetry placeholder.,channel1
5544,SMD server telemetry placeholder.,channel1
5545,SMD server telemetry placeholder.,channel1
5546,SMD server telemetry placeholder.,channel1
5547,SMD server telemetry placeholder.,channel1
5548,SMD server telemetry placeholder.,channel1
5549,SMD server telemetry placeholder.,channel1
5550,SMD server telemetry placeholder.,channel1
5551,SMD server telemetry placeholder.,channel1
5552,SMD server telemetry placeholder.,channel1
5553,SMD server telemetry placeholder.,channel1
5554,SMD server telemetry placeholder.,channel1
5555,SMD server telemetry placeholder.,channel1
5556,SMD server telemetry placeholder.,channel1
5557,SMD server telemetry placeholder.,channel1
5558,SMD server telemetry placeholder.,channel1
5559,SMD server telemetry placeholder.,channel1
5560,SMD server telemetry placeholder.,channel1
5561,SMD server telemetry placeholder.,channel1
5562,SMD server telemetry placeholder.,channel1
5563,SMD server telemetry placeholder.,channel1
5564,SMD server telemetry placeholder.,channel1
5565,SMD server telemetry placeholder.,channel1
5566,SMD server telemetry placeholder.,channel1
5567,SMD server telemetry placeholder.,channel1
5568,SMD server telemetry placeholder.,channel1
5569,SMD server telemetry placeholder.,channel1
5570,SMD server telemetry placeholder.,channel1
5571,SMD server telemetry placeholder.,channel1
5572,SMD server telemetry placeholder.,channel1
5573,SMD server telemetry placeholder.,channel1
5574,SMD server telemetry placeholder.,channel1
5575,SMD server telemetry placeholder.,channel1
5576,SMD server telemetry placeholder.,channel1
5577,SMD server telemetry placeholder.,channel1
5578,SMD server telemetry placeholder.,channel1
5579,SMD server telemetry placeholder.,channel1
5580,SMD server telemetry placeholder.,channel1
5581,SMD server telemetry placeholder.,channel1
5582,SMD server telemetry placeholder.,channel1
5583,SMD server telemetry placeholder.,channel1
5584,SMD server telemetry placeholder.,channel1
5585,SMD server telemetry placeholder.,channel1
5586,SMD server telemetry placeholder.,channel1
5587,SMD server telemetry placeholder.,channel1
5588,SMD server telemetry placeholder.,channel1
5589,SMD server telemetry placeholder.,channel1
5590,SMD server telemetry placeholder.,channel1
5591,SMD server telemetry placeholder.,channel1
5592,SMD server telemetry placeholder.,channel1
5593,SMD server telemetry placeholder.,channel1
5594,SMD server telemetry placeholder.,channel1
5595,SMD server telemetry placeholder.,channel1
5596,SMD server telemetry placeholder.,channel1
5597,SMD server telemetry placeholder.,channel1
5598,SMD server telemetry placeholder.,channel1
5599,SMD server telemetry placeholder.,channel1
5600,SMD server telemetry placeholder.,channel1
5601,SMD server telemetry placeholder.,channel1
5602,SMD server telemetry placeholder.,channel1
5603,SMD server telemetry placeholder.,channel1
5604,SMD server telemetry placeholder.,channel1
5605,SMD server telemetry placeholder.,channel1
5606,SMD server telemetry placeholder.,channel1
5607,SMD server telemetry placeholder.,channel1
5608,SMD server telemetry placeholder.,channel1
5609,SMD server telemetry placeholder.,channel1
5610,SMD server telemetry placeholder.,channel1
5611,SMD server telemetry placeholder.,channel1
5612,SMD server telemetry placeholder.,channel1
5613,SMD server telemetry placeholder.,channel1
5614,SMD server telemetry placeholder.,channel1
5615,SMD server telemetry placeholder.,channel1
5616,SMD server telemetry placeholder.,channel1
5617,SMD server telemetry placeholder.,channel1
5618,SMD server telemetry placeholder.,channel1
5619,SMD server telemetry placeholder.,channel1
5620,SMD server telemetry placeholder.,channel1
5621,SMD server telemetry placeholder.,channel1
5622,SMD server telemetry placeholder.,channel1
5623,SMD server telemetry placeholder.,channel1
5624,SMD server telemetry placeholder.,channel1
5625,SMD server telemetry placeholder.,channel1
5626,SMD server telemetry placeholder.,channel1
5627,SMD server telemetry placeholder.,channel1
5628,SMD server telemetry placeholder.,channel1
5629,SMD server telemetry placeholder.,channel1
5630,SMD server telemetry placeholder.,channel1
5631,SMD server telemetry placeholder.,channel1
5632,SMD server telemetry placeholder.,channel1
5633,SMD server telemetry placeholder.,channel1
5634,SMD server telemetry placeholder.,channel1
5635,SMD server telemetry placeholder.,channel1
5636,SMD server telemetry placeholder.,channel1
5637,SMD server telemetry placeholder.,channel1
5638,SMD server telemetry placeholder.,channel1
5639,SMD server telemetry placeholder.,channel1
5640,SMD server telemetry placeholder.,channel1
5641,SMD server telemetry placeholder.,channel1
5642,SMD server telemetry placeholder.,channel1
5643,SMD server telemetry placeholder.,channel1
5644,SMD server telemetry placeholder.,channel1
5645,SMD server telemetry placeholder.,channel1
5646,SMD server telemetry placeholder.,channel1
5647,SMD server telemetry placeholder.,channel1
5648,SMD server telemetry placeholder.,channel1
5649,SMD server telemetry placeholder.,channel1
5650,SMD server telemetry placeholder.,channel1
5651,SMD server telemetry placeholder.,channel1
5652,SMD server telemetry placeholder.,channel1
5653,SMD server telemetry placeholder.,channel1
5654,SMD server telemetry placeholder.,channel1
5655,SMD server telemetry placeholder.,channel1
5656,SMD server telemetry placeholder.,channel1
5657,SMD server telemetry placeholder.,channel1
5658,SMD server telemetry placeholder.,channel1
5659,SMD server telemetry placeholder.,channel1
5660,SMD server telemetry placeholder.,channel1
5661,SMD server telemetry placeholder.,channel1
5662,SMD server telemetry placeholder.,channel1
5663,SMD server telemetry placeholder.,channel1
5664,SMD server telemetry placeholder.,channel1
5665,SMD server telemetry placeholder.,channel1
5666,SMD server telemetry placeholder.,channel1
5667,SMD server telemetry placeholder.,channel1
5668,SMD server telemetry placeholder.,channel1
5669,SMD server telemetry placeholder.,channel1
5670,SMD server telemetry placeholder.,channel1
5671,SMD server telemetry placeholder.,channel1
5672,SMD server telemetry placeholder.,channel1
5673,SMD server telemetry placeholder.,channel1
5674,SMD server telemetry placeholder.,channel1
5675,SMD server telemetry placeholder.,channel1
5676,SMD server telemetry placeholder.,channel1
5677,SMD server telemetry placeholder.,channel1
5678,SMD server telemetry placeholder.,channel1
5679,SMD server telemetry placeholder.,channel1
5680,SMD server telemetry placeholder.,channel1
5681,SMD server telemetry placeholder.,channel1
5682,SMD server telemetry placeholder.,channel1
5683,SMD server telemetry placeholder.,channel1
5684,SMD server telemetry placeholder.,channel1
5685,SMD server telemetry placeholder.,channel1
5686,SMD server telemetry placeholder.,channel1
5687,SMD server telemetry placeholder.,channel1
5688,SMD server telemetry placeholder.,channel1
5689,SMD server telemetry placeholder.,channel1
5690,SMD server telemetry placeholder.,channel1
5691,SMD server telemetry placeholder.,channel1
5692,SMD server telemetry placeholder.,channel1
5693,SMD server telemetry placeholder.,channel1
5694,SMD server telemetry placeholder.,channel1
5695,SMD server telemetry placeholder.,channel1
5696,SMD server telemetry placeholder.,channel1
5697,SMD server telemetry placeholder.,channel1
5698,SMD server telemetry placeholder.,channel1
5699,SMD server telemetry placeholder.,channel1
5700,SMD server telemetry placeholder.,channel1
5701,SMD server telemetry placeholder.,channel1
5702,SMD server telemetry placeholder.,channel1
5703,SMD server telemetry placeholder.,channel1
5704,SMD server telemetry placeholder.,channel1
5705,SMD server telemetry placeholder.,channel1
5706,SMD server telemetry placeholder.,channel1
5707,SMD server telemetry placeholder.,channel1
5708,SMD server telemetry placeholder.,channel1
5709,SMD server telemetry placeholder.,channel1
5710,SMD server telemetry placeholder.,channel1
5711,SMD server telemetry placeholder.,channel1
5712,SMD server telemetry placeholder.,channel1
5713,SMD server telemetry placeholder.,channel1
5714,SMD server telemetry placeholder.,channel1
5715,SMD server telemetry placeholder.,channel1
5716,SMD server telemetry placeholder.,channel1
5717,SMD server telemetry placeholder.,channel1
5718,SMD server telemetry placeholder.,channel1
5719,SMD server telemetry placeholder.,channel1
5720,SMD server telemetry placeholder.,channel1
5721,SMD server telemetry placeholder.,channel1
5722,SMD server telemetry placeholder.,channel1
5723,SMD server telemetry placeholder.,channel1
5724,SMD server telemetry placeholder.,channel1
5725,SMD server telemetry placeholder.,channel1
5726,SMD server telemetry placeholder.,channel1
5727,SMD server telemetry placeholder.,channel1
5728,SMD server telemetry placeholder.,channel1
5729,SMD server telemetry placeholder.,channel1
5730,SMD server telemetry placeholder.,channel1
5731,SMD server telemetry placeholder.,channel1
5732,SMD server telemetry placeholder.,channel1
5733,SMD server telemetry placeholder.,channel1
5734,SMD server telemetry placeholder.,channel1
5735,SMD server telemetry placeholder.,channel1
5736,SMD server telemetry placeholder.,channel1
5737,SMD server telemetry placeholder.,channel1
5738,SMD server telemetry placeholder.,channel1
5739,SMD server telemetry placeholder.,channel1
5740,SMD server telemetry placeholder.,channel1
5741,SMD server telemetry placeholder.,channel1
5742,SMD server telemetry placeholder.,channel1
5743,SMD server telemetry placeholder.,channel1
5744,SMD server telemetry placeholder.,channel1
5745,SMD server telemetry placeholder.,channel1
5746,SMD server telemetry placeholder.,channel1
5747,SMD server telemetry placeholder.,channel1
5748,SMD server telemetry placeholder.,channel1
5749,SMD server telemetry placeholder.,channel1
5750,SMD server telemetry placeholder.,channel1
5751,SMD server telemetry placeholder.,channel1
5752,SMD server telemetry placeholder.,channel1
5753,SMD server telemetry placeholder.,channel1
5754,SMD server telemetry placeholder.,channel1
5755,SMD server telemetry placeholder.,channel1
5756,SMD server telemetry placeholder.,channel1
5757,SMD server telemetry placeholder.,channel1
5758,SMD server telemetry placeholder.,channel1
5759,SMD server telemetry placeholder.,channel1
5760,SMD server telemetry placeholder.,channel1
5761,SMD server telemetry placeholder.,channel1
5762,SMD server telemetry placeholder.,channel1
5763,SMD server telemetry placeholder.,channel1
5764,SMD server telemetry placeholder.,channel1
5765,SMD server telemetry placeholder.,channel1
5766,SMD server telemetry placeholder.,channel1
5767,SMD server telemetry placeholder.,channel1
5768,SMD server telemetry placeholder.,channel1
5769,SMD server telemetry placeholder.,channel1
5770,SMD server telemetry placeholder.,channel1
5771,SMD server telemetry placeholder.,channel1
5772,SMD server telemetry placeholder.,channel1
5773,SMD server telemetry placeholder.,channel1
5774,SMD server telemetry placeholder.,channel1
5775,SMD server telemetry placeholder.,channel1
5776,SMD server telemetry placeholder.,channel1
5777,SMD server telemetry placeholder.,channel1
5778,SMD server telemetry placeholder.,channel1
5779,SMD server telemetry placeholder.,channel1
5780,SMD server telemetry placeholder.,channel1
5781,SMD server telemetry placeholder.,channel1
5782,SMD server telemetry placeholder.,channel1
5783,SMD server telemetry placeholder.,channel1
5784,SMD server telemetry placeholder.,channel1
5785,SMD server telemetry placeholder.,channel1
5786,SMD server telemetry placeholder.,channel1
5787,SMD server telemetry placeholder.,channel1
5788,SMD server telemetry placeholder.,channel1
5789,SMD server telemetry placeholder.,channel1
5790,SMD server telemetry placeholder.,channel1
5791,SMD server telemetry placeholder.,channel1
5792,SMD server telemetry placeholder.,channel1
5793,SMD server telemetry placeholder.,channel1
5794,SMD server telemetry placeholder.,channel1
5795,SMD server telemetry placeholder.,channel1
5796,SMD server telemetry placeholder.,channel1
5797,SMD server telemetry placeholder.,channel1
5798,SMD server telemetry placeholder.,channel1
5799,SMD server telemetry placeholder.,channel1
5800,SMD server telemetry placeholder.,channel1
5801,SMD server telemetry placeholder.,channel1
5802,SMD server telemetry placeholder.,channel1
5803,SMD server telemetry placeholder.,channel1
5804,SMD server telemetry placeholder.,channel1
5805,SMD server telemetry placeholder.,channel1
5806,SMD server telemetry placeholder.,channel1
5807,SMD server telemetry placeholder.,channel1
5808,SMD server telemetry placeholder.,channel1
5809,SMD server telemetry placeholder.,channel1
5810,SMD server telemetry placeholder.,channel1
5811,SMD server telemetry placeholder.,channel1
5812,SMD server telemetry placeholder.,channel1
5813,SMD server telemetry placeholder.,channel1
5814,SMD server telemetry placeholder.,channel1
5815,SMD server telemetry placeholder.,channel1
5816,SMD server telemetry placeholder.,channel1
5817,SMD server telemetry placeholder.,channel1
5818,SMD server telemetry placeholder.,channel1
5819,SMD server telemetry placeholder.,channel1
5820,SMD server telemetry placeholder.,channel1
5821,SMD server telemetry placeholder.,channel1
5822,SMD server telemetry placeholder.,channel1
5823,SMD server telemetry placeholder.,channel1
5824,SMD server telemetry placeholder.,channel1
5825,SMD server telemetry placeholder.,channel1
5826,SMD server telemetry placeholder.,channel1
5827,SMD server telemetry placeholder.,channel1
5828,SMD server telemetry placeholder.,channel1
5829,SMD server telemetry placeholder.,channel1
5830,SMD server telemetry placeholder.,channel1
5831,SMD server telemetry placeholder.,channel1
5832,SMD server telemetry placeholder.,channel1
5833,SMD server telemetry placeholder.,channel1
5834,SMD server telemetry placeholder.,channel1
5835,SMD server telemetry placeholder.,channel1
5836,SMD server telemetry placeholder.,channel1
5837,SMD server telemetry placeholder.,channel1
5838,SMD server telemetry placeholder.,channel1
5839,SMD server telemetry placeholder.,channel1
5840,SMD server telemetry placeholder.,channel1
5841,SMD server telemetry placeholder.,channel1
5842,SMD server telemetry placeholder.,channel1
5843,SMD server telemetry placeholder.,channel1
5844,SMD server telemetry placeholder.,channel1
5845,SMD server telemetry placeholder.,channel1
5846,SMD server telemetry placeholder.,channel1
5847,SMD server telemetry placeholder.,channel1
5848,SMD server telemetry placeholder.,channel1
5849,SMD server telemetry placeholder.,channel1
5850,SMD server telemetry placeholder.,channel1
5851,SMD server telemetry placeholder.,channel1
5852,SMD server telemetry placeholder.,channel1
5853,SMD server telemetry placeholder.,channel1
5854,SMD server telemetry placeholder.,channel1
5855,SMD server telemetry placeholder.,channel1
5856,SMD server telemetry placeholder.,channel1
5857,SMD server telemetry placeholder.,channel1
5858,SMD server telemetry placeholder.,channel1
5859,SMD server telemetry placeholder.,channel1
5860,SMD server telemetry placeholder.,channel1
5861,SMD server telemetry placeholder.,channel1
5862,SMD server telemetry placeholder.,channel1
5863,SMD server telemetry placeholder.,channel1
5864,SMD server telemetry placeholder.,channel1
5865,SMD server telemetry placeholder.,channel1
5866,SMD server telemetry placeholder.,channel1
5867,SMD server telemetry placeholder.,channel1
5868,SMD server telemetry placeholder.,channel1
5869,SMD server telemetry placeholder.,channel1
5870,SMD server telemetry placeholder.,channel1
5871,SMD server telemetry placeholder.,channel1
5872,SMD server telemetry placeholder.,channel1
5873,SMD server telemetry placeholder.,channel1
5874,SMD server telemetry placeholder.,channel1
5875,SMD server telemetry placeholder.,channel1
5876,SMD server telemetry placeholder.,channel1
5877,SMD server telemetry placeholder.,channel1
5878,SMD server telemetry placeholder.,channel1
5879,SMD server telemetry placeholder.,channel1
5880,SMD server telemetry placeholder.,channel1
5881,SMD server telemetry placeholder.,channel1
5882,SMD server telemetry placeholder.,channel1
5883,SMD server telemetry placeholder.,channel1
5884,SMD server telemetry placeholder.,channel1
5885,SMD server telemetry placeholder.,channel1
5886,SMD server telemetry placeholder.,channel1
5887,SMD server telemetry placeholder.,channel1
5888,SMD server telemetry placeholder.,channel1
5889,SMD server telemetry placeholder.,channel1
5890,SMD server telemetry placeholder.,channel1
5891,SMD server telemetry placeholder.,channel1
5892,SMD server telemetry placeholder.,channel1
5893,SMD server telemetry placeholder.,channel1
5894,SMD server telemetry placeholder.,channel1
5895,SMD server telemetry placeholder.,channel1
5896,SMD server telemetry placeholder.,channel1
5897,SMD server telemetry placeholder.,channel1
5898,SMD server telemetry placeholder.,channel1
5899,SMD server telemetry placeholder.,channel1
5900,SMD server telemetry placeholder.,channel1
5901,SMD server telemetry placeholder.,channel1
5902,SMD server telemetry placeholder.,channel1
5903,SMD server telemetry placeholder.,channel1
5904,SMD server telemetry placeholder.,channel1
5905,SMD server telemetry placeholder.,channel1
5906,SMD server telemetry placeholder.,channel1
5907,SMD server telemetry placeholder.,channel1
5908,SMD server telemetry placeholder.,channel1
5909,SMD server telemetry placeholder.,channel1
5910,SMD server telemetry placeholder.,channel1
5911,SMD server telemetry placeholder.,channel1
5912,SMD server telemetry placeholder.,channel1
5913,SMD server telemetry placeholder.,channel1
5914,SMD server telemetry placeholder.,channel1
5915,SMD server telemetry placeholder.,channel1
5916,SMD server telemetry placeholder.,channel1
5917,SMD server telemetry placeholder.,channel1
5918,SMD server telemetry placeholder.,channel1
5919,SMD server telemetry placeholder.,channel1
5920,SMD server telemetry placeholder.,channel1
5921,SMD server telemetry placeholder.,channel1
5922,SMD server telemetry placeholder.,channel1
5923,SMD server telemetry placeholder.,channel1
5924,SMD server telemetry placeholder.,channel1
5925,SMD server telemetry placeholder.,channel1
5926,SMD server telemetry placeholder.,channel1
5927,SMD server telemetry placeholder.,channel1
5928,SMD server telemetry placeholder.,channel1
5929,SMD server telemetry placeholder.,channel1
5930,SMD server telemetry placeholder.,channel1
5931,SMD server telemetry placeholder.,channel1
5932,SMD server telemetry placeholder.,channel1
5933,SMD server telemetry placeholder.,channel1
5934,SMD server telemetry placeholder.,channel1
5935,SMD server telemetry placeholder.,channel1
5936,SMD server telemetry placeholder.,channel1
5937,SMD server telemetry placeholder.,channel1
5938,SMD server telemetry placeholder.,channel1
5939,SMD server telemetry placeholder.,channel1
5940,SMD server telemetry placeholder.,channel1
5941,SMD server telemetry placeholder.,channel1
5942,SMD server telemetry placeholder.,channel1
5943,SMD server telemetry placeholder.,channel1
5944,SMD server telemetry placeholder.,channel1
5945,SMD server telemetry placeholder.,channel1
5946,SMD server telemetry placeholder.,channel1
5947,SMD server telemetry placeholder.,channel1
5948,SMD server telemetry placeholder.,channel1
5949,SMD server telemetry placeholder.,channel1
5950,SMD server telemetry placeholder.,channel1
5951,SMD server telemetry placeholder.,channel1
5952,SMD server telemetry placeholder.,channel1
5953,SMD server telemetry placeholder.,channel1
5954,SMD server telemetry placeholder.,channel1
5955,SMD server telemetry placeholder.,channel1
5956,SMD server telemetry placeholder.,channel1
5957,SMD server telemetry placeholder.,channel1
5958,SMD server telemetry placeholder.,channel1
5959,SMD server telemetry placeholder.,channel1
5960,SMD server telemetry placeholder.,channel1
5961,SMD server telemetry placeholder.,channel1
5962,SMD server telemetry placeholder.,channel1
5963,SMD server telemetry placeholder.,channel1
5964,SMD server telemetry placeholder.,channel1
5965,SMD server telemetry placeholder.,channel1
5966,SMD server telemetry placeholder.,channel1
5967,SMD server telemetry placeholder.,channel1
5968,SMD server telemetry placeholder.,channel1
5969,SMD server telemetry placeholder.,channel1
5970,SMD server telemetry placeholder.,channel1
5971,SMD server telemetry placeholder.,channel1
5972,SMD server telemetry placeholder.,channel1
5973,SMD server telemetry placeholder.,channel1
5974,SMD server telemetry placeholder.,channel1
5975,SMD server telemetry placeholder.,channel1
5976,SMD server telemetry placeholder.,channel1
5977,SMD server telemetry placeholder.,channel1
5978,SMD server telemetry placeholder.,channel1
5979,SMD server telemetry placeholder.,channel1
5980,SMD server telemetry placeholder.,channel1
5981,SMD server telemetry placeholder.,channel1
5982,SMD server telemetry placeholder.,channel1
5983,SMD server telemetry placeholder.,channel1
5984,SMD server telemetry placeholder.,channel1
5985,SMD server telemetry placeholder.,channel1
5986,SMD server telemetry placeholder.,channel1
5987,SMD server telemetry placeholder.,channel1
5988,SMD server telemetry placeholder.,channel1
5989,SMD server telemetry placeholder.,channel1
5990,SMD server telemetry placeholder.,channel1
5991,SMD server telemetry placeholder.,channel1
5992,SMD server telemetry placeholder.,channel1
5993,SMD server telemetry placeholder.,channel1
5994,SMD server telemetry placeholder.,channel1
5995,SMD server telemetry placeholder.,channel1
5996,SMD server telemetry placeholder.,channel1
5997,SMD server telemetry placeholder.,channel1
5998,SMD server telemetry placeholder.,channel1
5999,SMD server telemetry placeholder.,channel1
6000,SMD server telemetry placeholder.,channel1
6001,SMD server telemetry placeholder.,channel1
6002,SMD server telemetry placeholder.,channel1
6003,SMD server telemetry placeholder.,channel1
6004,SMD server telemetry placeholder.,channel1
6005,SMD server telemetry placeholder.,channel1
6006,SMD server telemetry placeholder.,channel1
6007,SMD server telemetry placeholder.,channel1
6008,SMD server telemetry placeholder.,channel1
6009,SMD server telemetry placeholder.,channel1
6010,SMD server telemetry placeholder.,channel1
6011,SMD server telemetry placeholder.,channel1
6012,SMD server telemetry placeholder.,channel1
6013,SMD server telemetry placeholder.,channel1
6014,SMD server telemetry placeholder.,channel1
6015,SMD server telemetry placeholder.,channel1
6016,SMD server telemetry placeholder.,channel1
6017,SMD server telemetry placeholder.,channel1
6018,SMD server telemetry placeholder.,channel1
6019,SMD server telemetry placeholder.,channel1
6020,SMD server telemetry placeholder.,channel1
6021,SMD server telemetry placeholder.,channel1
6022,SMD server telemetry placeholder.,channel1
6023,SMD server telemetry placeholder.,channel1
6024,SMD server telemetry placeholder.,channel1
6025,SMD server telemetry placeholder.,channel1
6026,SMD server telemetry placeholder.,channel1
6027,SMD server telemetry placeholder.,channel1
6028,SMD server telemetry placeholder.,channel1
6029,SMD server telemetry placeholder.,channel1
6030,SMD server telemetry placeholder.,channel1
6031,SMD server telemetry placeholder.,channel1
6032,SMD server telemetry placeholder.,channel1
6033,SMD server telemetry placeholder.,channel1
6034,SMD server telemetry placeholder.,channel1
6035,SMD server telemetry placeholder.,channel1
6036,SMD server telemetry placeholder.,channel1
6037,SMD server telemetry placeholder.,channel1
6038,SMD server telemetry placeholder.,channel1
6039,SMD server telemetry placeholder.,channel1
6040,SMD server telemetry placeholder.,channel1
6041,SMD server telemetry placeholder.,channel1
6042,SMD server telemetry placeholder.,channel1
6043,SMD server telemetry placeholder.,channel1
6044,SMD server telemetry placeholder.,channel1
6045,SMD server telemetry placeholder.,channel1
6046,SMD server telemetry placeholder.,channel1
6047,SMD server telemetry placeholder.,channel1
6048,SMD server telemetry placeholder.,channel1
6049,SMD server telemetry placeholder.,channel1
6050,SMD server telemetry placeholder.,channel1
6051,SMD server telemetry placeholder.,channel1
6052,SMD server telemetry placeholder.,channel1
6053,SMD server telemetry placeholder.,channel1
6054,SMD server telemetry placeholder.,channel1
6055,SMD server telemetry placeholder.,channel1
6056,SMD server telemetry placeholder.,channel1
6057,SMD server telemetry placeholder.,channel1
6058,SMD server telemetry placeholder.,channel1
6059,SMD server telemetry placeholder.,channel1
6060,SMD server telemetry placeholder.,channel1
6061,SMD server telemetry placeholder.,channel1
6062,SMD server telemetry placeholder.,channel1
6063,SMD server telemetry placeholder.,channel1
6064,SMD server telemetry placeholder.,channel1
6065,SMD server telemetry placeholder.,channel1
6066,SMD server telemetry placeholder.,channel1
6067,SMD server telemetry placeholder.,channel1
6068,SMD server telemetry placeholder.,channel1
6069,SMD server telemetry placeholder.,channel1
6070,SMD server telemetry placeholder.,channel1
6071,SMD server telemetry placeholder.,channel1
6072,SMD server telemetry placeholder.,channel1
6073,SMD server telemetry placeholder.,channel1
6074,SMD server telemetry placeholder.,channel1
6075,SMD server telemetry placeholder.,channel1
6076,SMD server telemetry placeholder.,channel1
6077,SMD server telemetry placeholder.,channel1
6078,SMD server telemetry placeholder.,channel1
6079,SMD server telemetry placeholder.,channel1
6080,SMD server telemetry placeholder.,channel1
6081,SMD server telemetry placeholder.,channel1
6082,SMD server telemetry placeholder.,channel1
6083,SMD server telemetry placeholder.,channel1
6084,SMD server telemetry placeholder.,channel1
6085,SMD server telemetry placeholder.,channel1
6086,SMD server telemetry placeholder.,channel1
6087,SMD server telemetry placeholder.,channel1
6088,SMD server telemetry placeholder.,channel1
6089,SMD server telemetry placeholder.,channel1
6090,SMD server telemetry placeholder.,channel1
6091,SMD server telemetry placeholder.,channel1
6092,SMD server telemetry placeholder.,channel1
6093,SMD server telemetry placeholder.,channel1
6094,SMD server telemetry placeholder.,channel1
6095,SMD server telemetry placeholder.,channel1
6096,SMD server telemetry placeholder.,channel1
6097,SMD server telemetry placeholder.,channel1
6098,SMD server telemetry placeholder.,channel1
6099,SMD server telemetry placeholder.,channel1
6100,SMD server telemetry placeholder.,channel1
6101,SMD server telemetry placeholder.,channel1
6102,SMD server telemetry placeholder.,channel1
6103,SMD server telemetry placeholder.,channel1
6104,SMD server telemetry placeholder.,channel1
6105,SMD server telemetry placeholder.,channel1
6106,SMD server telemetry placeholder.,channel1
6107,SMD server telemetry placeholder.,channel1
6108,SMD server telemetry placeholder.,channel1
6109,SMD server telemetry placeholder.,channel1
6110,SMD server telemetry placeholder.,channel1
6111,SMD server telemetry placeholder.,channel1
6112,SMD server telemetry placeholder.,channel1
6113,SMD server telemetry placeholder.,channel1
6114,SMD server telemetry placeholder.,channel1
6115,SMD server telemetry placeholder.,channel1
6116,SMD server telemetry placeholder.,channel1
6117,SMD server telemetry placeholder.,channel1
6118,SMD server telemetry placeholder.,channel1
6119,SMD server telemetry placeholder.,channel1
6120,SMD server telemetry placeholder.,channel1
6121,SMD server telemetry placeholder.,channel1
6122,SMD server telemetry placeholder.,channel1
6123,SMD server telemetry placeholder.,channel1
6124,SMD server telemetry placeholder.,channel1
6125,SMD server telemetry placeholder.,channel1
6126,SMD server telemetry placeholder.,channel1
6127,SMD server telemetry placeholder.,channel1
6128,SMD server telemetry placeholder.,channel1
6129,SMD server telemetry placeholder.,channel1
6130,SMD server telemetry placeholder.,channel1
6131,SMD server telemetry placeholder.,channel1
6132,SMD server telemetry placeholder.,channel1
6133,SMD server telemetry placeholder.,channel1
6134,SMD server telemetry placeholder.,channel1
6135,SMD server telemetry placeholder.,channel1
6136,SMD server telemetry placeholder.,channel1
6137,SMD server telemetry placeholder.,channel1
6138,SMD server telemetry placeholder.,channel1
6139,SMD server telemetry placeholder.,channel1
6140,SMD server telemetry placeholder.,channel1
6141,SMD server telemetry placeholder.,channel1
6142,SMD server telemetry placeholder.,channel1
6143,SMD server telemetry placeholder.,channel1
6144,SMD server telemetry placeholder.,channel1
6145,SMD server telemetry placeholder.,channel1
6146,SMD server telemetry placeholder.,channel1
6147,SMD server telemetry placeholder.,channel1
6148,SMD server telemetry placeholder.,channel1
6149,SMD server telemetry placeholder.,channel1
6150,SMD server telemetry placeholder.,channel1
6151,SMD server telemetry placeholder.,channel1
6152,SMD server telemetry placeholder.,channel1
6153,SMD server telemetry placeholder.,channel1
6154,SMD server telemetry placeholder.,channel1
6155,SMD server telemetry placeholder.,channel1
6156,SMD server telemetry placeholder.,channel1
6157,SMD server telemetry placeholder.,channel1
6158,SMD server telemetry placeholder.,channel1
6159,SMD server telemetry placeholder.,channel1
6160,SMD server telemetry placeholder.,channel1
6161,SMD server telemetry placeholder.,channel1
6162,SMD server telemetry placeholder.,channel1
6163,SMD server telemetry placeholder.,channel1
6164,SMD server telemetry placeholder.,channel1
6165,SMD server telemetry placeholder.,channel1
6166,SMD server telemetry placeholder.,channel1
6167,SMD server telemetry placeholder.,channel1
6168,SMD server telemetry placeholder.,channel1
6169,SMD server telemetry placeholder.,channel1
6170,SMD server telemetry placeholder.,channel1
6171,SMD server telemetry placeholder.,channel1
6172,SMD server telemetry placeholder.,channel1
6173,SMD server telemetry placeholder.,channel1
6174,SMD server telemetry placeholder.,channel1
6175,SMD server telemetry placeholder.,channel1
6176,SMD server telemetry placeholder.,channel1
6177,SMD server telemetry placeholder.,channel1
